Cohort Year,Division Number,Division Name,Type of Graduation Rate,Rate Type,Graduation Rate
2016,49,King and Queen County,On-Time Graduation Rate,4 yr rate,    82.35%
2016,51,Lancaster County,On-Time Graduation Rate,4 yr rate,    89.72%
2016,52,Lee County,On-Time Graduation Rate,4 yr rate,    85.42%
2016,137,Lexington City,On-Time Graduation Rate,4 yr rate,<
2016,53,Loudoun County,On-Time Graduation Rate,4 yr rate,    95.94%
2016,54,Louisa County,On-Time Graduation Rate,4 yr rate,    92.73%
2016,55,Lunenburg County,On-Time Graduation Rate,4 yr rate,    82.11%
2016,115,Lynchburg City,On-Time Graduation Rate,4 yr rate,    85.55%
2016,56,Madison County,On-Time Graduation Rate,4 yr rate,    96.45%
2016,143,Manassas City,On-Time Graduation Rate,4 yr rate,    79.82%
2016,144,Manassas Park City,On-Time Graduation Rate,4 yr rate,    86.32%
2016,116,Martinsville City,On-Time Graduation Rate,4 yr rate,    85.96%
2016,57,Mathews County,On-Time Graduation Rate,4 yr rate,    96.40%
2016,58,Mecklenburg County,On-Time Graduation Rate,4 yr rate,    90.81%
2016,59,Middlesex County,On-Time Graduation Rate,4 yr rate,    89.89%
2016,60,Montgomery County,On-Time Graduation Rate,4 yr rate,    94.47%
2016,62,Nelson County,On-Time Graduation Rate,4 yr rate,    91.98%
2016,63,New Kent County,On-Time Graduation Rate,4 yr rate,    92.59%
2016,117,Newport News City,On-Time Graduation Rate,4 yr rate,    92.10%
2016,118,Norfolk City,On-Time Graduation Rate,4 yr rate,    84.94%
2016,65,Northampton County,On-Time Graduation Rate,4 yr rate,    86.79%
2016,66,Northumberland County,On-Time Graduation Rate,4 yr rate,    93.94%
2016,119,Norton City,On-Time Graduation Rate,4 yr rate,    98.25%
2016,67,Nottoway County,On-Time Graduation Rate,4 yr rate,    87.82%
2016,68,Orange County,On-Time Graduation Rate,4 yr rate,    93.75%
2016,69,Page County,On-Time Graduation Rate,4 yr rate,    97.35%
2016,70,Patrick County,On-Time Graduation Rate,4 yr rate,    91.37%
2016,120,Petersburg City,On-Time Graduation Rate,4 yr rate,    84.31%
2016,71,Pittsylvania County,On-Time Graduation Rate,4 yr rate,    93.09%
2016,142,Poquoson City,On-Time Graduation Rate,4 yr rate,    92.39%
2016,121,Portsmouth City,On-Time Graduation Rate,4 yr rate,    89.00%
2016,72,Powhatan County,On-Time Graduation Rate,4 yr rate,    94.89%
2016,73,Prince Edward County,On-Time Graduation Rate,4 yr rate,    90.42%
2016,74,Prince George County,On-Time Graduation Rate,4 yr rate,    88.34%
2016,75,Prince William County,On-Time Graduation Rate,4 yr rate,    91.67%
2016,77,Pulaski County,On-Time Graduation Rate,4 yr rate,    92.97%
2016,122,Radford City,On-Time Graduation Rate,4 yr rate,    95.83%
2016,78,Rappahannock County,On-Time Graduation Rate,4 yr rate,    89.39%
2016,123,Richmond City,On-Time Graduation Rate,4 yr rate,    80.50%
2016,79,Richmond County,On-Time Graduation Rate,4 yr rate,    94.38%
2016,124,Roanoke City,On-Time Graduation Rate,4 yr rate,    87.47%
2016,80,Roanoke County,On-Time Graduation Rate,4 yr rate,    94.08%
2016,81,Rockbridge County,On-Time Graduation Rate,4 yr rate,    91.08%
2016,82,Rockingham County,On-Time Graduation Rate,4 yr rate,    94.17%
2016,83,Russell County,On-Time Graduation Rate,4 yr rate,    93.27%
2016,139,Salem City,On-Time Graduation Rate,4 yr rate,    94.86%
2016,84,Scott County,On-Time Graduation Rate,4 yr rate,    94.60%
2016,85,Shenandoah County,On-Time Graduation Rate,4 yr rate,    94.70%
2016,86,Smyth County,On-Time Graduation Rate,4 yr rate,    95.47%
2016,87,Southampton County,On-Time Graduation Rate,4 yr rate,    86.91%
2016,88,Spotsylvania County,On-Time Graduation Rate,4 yr rate,    89.60%
2016,89,Stafford County,On-Time Graduation Rate,4 yr rate,    92.93%
2016,126,Staunton City,On-Time Graduation Rate,4 yr rate,    91.09%
2016,127,Suffolk City,On-Time Graduation Rate,4 yr rate,    87.04%
2016,90,Surry County,On-Time Graduation Rate,4 yr rate,    95.52%
2016,91,Sussex County,On-Time Graduation Rate,4 yr rate,    89.77%
2016,92,Tazewell County,On-Time Graduation Rate,4 yr rate,    92.07%
2016,128,Virginia Beach City,On-Time Graduation Rate,4 yr rate,    91.35%
2016,93,Warren County,On-Time Graduation Rate,4 yr rate,    92.90%
2016,94,Washington County,On-Time Graduation Rate,4 yr rate,    96.57%
2016,130,Waynesboro City,On-Time Graduation Rate,4 yr rate,    82.63%
2016,207,West Point,On-Time Graduation Rate,4 yr rate,    98.15%
2016,95,Westmoreland County,On-Time Graduation Rate,4 yr rate,    90.00%
2016,131,Williamsburg-James City County,On-Time Graduation Rate,4 yr rate,    91.63%
2016,132,Winchester City,On-Time Graduation Rate,4 yr rate,    91.09%
2016,96,Wise County,On-Time Graduation Rate,4 yr rate,    94.04%
2016,97,Wythe County,On-Time Graduation Rate,4 yr rate,    91.64%
2016,98,York County,On-Time Graduation Rate,4 yr rate,    96.25%
2017,1,Accomack County,On-Time Graduation Rate,4 yr rate,    89.71%
2017,2,Albemarle County,On-Time Graduation Rate,4 yr rate,    94.78%
2017,101,Alexandria City,On-Time Graduation Rate,4 yr rate,    83.05%
2017,3,Alleghany County,On-Time Graduation Rate,4 yr rate,    91.04%
2017,4,Amelia County,On-Time Graduation Rate,4 yr rate,    94.16%
2017,5,Amherst County,On-Time Graduation Rate,4 yr rate,    95.68%
2017,6,Appomattox County,On-Time Graduation Rate,4 yr rate,    95.14%
2017,7,Arlington County,On-Time Graduation Rate,4 yr rate,    90.79%
2017,8,Augusta County,On-Time Graduation Rate,4 yr rate,    91.34%
2017,9,Bath County,On-Time Graduation Rate,4 yr rate,    91.07%
2017,10,Bedford County,On-Time Graduation Rate,4 yr rate,    90.41%
2017,11,Bland County,On-Time Graduation Rate,4 yr rate,    98.21%
2017,12,Botetourt County,On-Time Graduation Rate,4 yr rate,    93.55%
2017,102,Bristol City,On-Time Graduation Rate,4 yr rate,    83.71%
2017,13,Brunswick County,On-Time Graduation Rate,4 yr rate,    86.43%
2017,14,Buchanan County,On-Time Graduation Rate,4 yr rate,    90.30%
2017,15,Buckingham County,On-Time Graduation Rate,4 yr rate,    94.41%
2017,103,Buena Vista City,On-Time Graduation Rate,4 yr rate,    90.22%
2017,16,Campbell County,On-Time Graduation Rate,4 yr rate,    92.82%
2017,17,Caroline County,On-Time Graduation Rate,4 yr rate,    87.26%
2017,18,Carroll County,On-Time Graduation Rate,4 yr rate,    90.52%
2017,19,Charles City County,On-Time Graduation Rate,4 yr rate,    92.59%
2017,20,Charlotte County,On-Time Graduation Rate,4 yr rate,    87.01%
2017,104,Charlottesville City,On-Time Graduation Rate,4 yr rate,    89.56%
2017,136,Chesapeake City,On-Time Graduation Rate,4 yr rate,    92.73%
2017,21,Chesterfield County,On-Time Graduation Rate,4 yr rate,    90.21%
2017,22,Clarke County,On-Time Graduation Rate,4 yr rate,    97.93%
2017,202,Colonial Beach,On-Time Graduation Rate,4 yr rate,    96.00%
2017,106,Colonial Heights City,On-Time Graduation Rate,4 yr rate,    95.96%
2017,107,Covington City,On-Time Graduation Rate,4 yr rate,    85.94%
2017,23,Craig County,On-Time Graduation Rate,4 yr rate,    89.13%
2017,24,Culpeper County,On-Time Graduation Rate,4 yr rate,    89.81%
2017,25,Cumberland County,On-Time Graduation Rate,4 yr rate,    94.95%
2017,108,Danville City,On-Time Graduation Rate,4 yr rate,    77.17%
2017,26,Dickenson County,On-Time Graduation Rate,4 yr rate,    87.72%
2017,27,Dinwiddie County,On-Time Graduation Rate,4 yr rate,    89.55%
2017,28,Essex County,On-Time Graduation Rate,4 yr rate,    86.87%
2017,29,Fairfax County,On-Time Graduation Rate,4 yr rate,    91.43%
2017,109,Falls Church City,On-Time Graduation Rate,4 yr rate,    99.49%
2017,30,Fauquier County,On-Time Graduation Rate,4 yr rate,    95.78%
2017,31,Floyd County,On-Time Graduation Rate,4 yr rate,    93.48%
2017,32,Fluvanna County,On-Time Graduation Rate,4 yr rate,    97.40%
2017,135,Franklin City,On-Time Graduation Rate,4 yr rate,    86.49%
2017,33,Franklin County,On-Time Graduation Rate,4 yr rate,    93.45%
2017,34,Frederick County,On-Time Graduation Rate,4 yr rate,    94.76%
2017,110,Fredericksburg City,On-Time Graduation Rate,4 yr rate,    83.11%
2017,111,Galax City,On-Time Graduation Rate,4 yr rate,    89.11%
2017,35,Giles County,On-Time Graduation Rate,4 yr rate,    89.81%
2017,36,Gloucester County,On-Time Graduation Rate,4 yr rate,    90.36%
2017,37,Goochland County,On-Time Graduation Rate,4 yr rate,    96.45%
2017,38,Grayson County,On-Time Graduation Rate,4 yr rate,    96.40%
2017,39,Greene County,On-Time Graduation Rate,4 yr rate,    95.42%
2017,40,Greensville County,On-Time Graduation Rate,4 yr rate,    84.39%
2017,41,Halifax County,On-Time Graduation Rate,4 yr rate,    91.53%
2017,112,Hampton City,On-Time Graduation Rate,4 yr rate,    91.46%
2017,42,Hanover County,On-Time Graduation Rate,4 yr rate,    95.17%
2017,113,Harrisonburg City,On-Time Graduation Rate,4 yr rate,    87.38%
2017,43,Henrico County,On-Time Graduation Rate,4 yr rate,    91.13%
2017,44,Henry County,On-Time Graduation Rate,4 yr rate,    87.13%
2017,45,Highland County,On-Time Graduation Rate,4 yr rate,    82.35%
2017,114,Hopewell City,On-Time Graduation Rate,4 yr rate,    85.14%
2017,46,Isle of Wight County,On-Time Graduation Rate,4 yr rate,    93.73%
2017,48,King George County,On-Time Graduation Rate,4 yr rate,    93.81%
2017,50,King William County,On-Time Graduation Rate,4 yr rate,    92.02%
2017,49,King and Queen County,On-Time Graduation Rate,4 yr rate,    72.97%
2017,51,Lancaster County,On-Time Graduation Rate,4 yr rate,    87.13%
2017,52,Lee County,On-Time Graduation Rate,4 yr rate,    77.35%
2017,53,Loudoun County,On-Time Graduation Rate,4 yr rate,    95.59%
2017,54,Louisa County,On-Time Graduation Rate,4 yr rate,    91.79%
2017,55,Lunenburg County,On-Time Graduation Rate,4 yr rate,    88.03%
2017,115,Lynchburg City,On-Time Graduation Rate,4 yr rate,    86.38%
2017,56,Madison County,On-Time Graduation Rate,4 yr rate,    93.75%
2017,143,Manassas City,On-Time Graduation Rate,4 yr rate,    78.48%
2017,144,Manassas Park City,On-Time Graduation Rate,4 yr rate,    90.57%
2017,116,Martinsville City,On-Time Graduation Rate,4 yr rate,    86.71%
2017,57,Mathews County,On-Time Graduation Rate,4 yr rate,    91.59%
2017,58,Mecklenburg County,On-Time Graduation Rate,4 yr rate,    92.67%
2017,59,Middlesex County,On-Time Graduation Rate,4 yr rate,    83.95%
2017,60,Montgomery County,On-Time Graduation Rate,4 yr rate,    92.82%
2017,62,Nelson County,On-Time Graduation Rate,4 yr rate,    88.31%
2017,63,New Kent County,On-Time Graduation Rate,4 yr rate,    88.89%
2017,117,Newport News City,On-Time Graduation Rate,4 yr rate,    93.52%
2017,118,Norfolk City,On-Time Graduation Rate,4 yr rate,    81.39%
2017,65,Northampton County,On-Time Graduation Rate,4 yr rate,    81.48%
2017,66,Northumberland County,On-Time Graduation Rate,4 yr rate,    95.54%
2017,119,Norton City,On-Time Graduation Rate,4 yr rate,    95.74%
2017,67,Nottoway County,On-Time Graduation Rate,4 yr rate,    87.13%
2017,68,Orange County,On-Time Graduation Rate,4 yr rate,    94.36%
2017,69,Page County,On-Time Graduation Rate,4 yr rate,    96.68%
2017,70,Patrick County,On-Time Graduation Rate,4 yr rate,    92.02%
2017,120,Petersburg City,On-Time Graduation Rate,4 yr rate,    80.22%
2017,71,Pittsylvania County,On-Time Graduation Rate,4 yr rate,    91.90%
2017,142,Poquoson City,On-Time Graduation Rate,4 yr rate,    94.71%
2017,121,Portsmouth City,On-Time Graduation Rate,4 yr rate,    86.55%
2017,72,Powhatan County,On-Time Graduation Rate,4 yr rate,    94.02%
2017,73,Prince Edward County,On-Time Graduation Rate,4 yr rate,    93.21%
2017,74,Prince George County,On-Time Graduation Rate,4 yr rate,    91.68%
2017,75,Prince William County,On-Time Graduation Rate,4 yr rate,    91.82%
2017,77,Pulaski County,On-Time Graduation Rate,4 yr rate,    93.70%
2017,122,Radford City,On-Time Graduation Rate,4 yr rate,    95.41%
2017,78,Rappahannock County,On-Time Graduation Rate,4 yr rate,    95.71%
2017,123,Richmond City,On-Time Graduation Rate,4 yr rate,    76.95%
2017,79,Richmond County,On-Time Graduation Rate,4 yr rate,    94.50%
2017,124,Roanoke City,On-Time Graduation Rate,4 yr rate,    89.62%
2017,80,Roanoke County,On-Time Graduation Rate,4 yr rate,    94.25%
2017,81,Rockbridge County,On-Time Graduation Rate,4 yr rate,    91.25%
2017,82,Rockingham County,On-Time Graduation Rate,4 yr rate,    94.67%
2017,83,Russell County,On-Time Graduation Rate,4 yr rate,    91.47%
2017,139,Salem City,On-Time Graduation Rate,4 yr rate,    94.30%
2017,84,Scott County,On-Time Graduation Rate,4 yr rate,    94.20%
2017,85,Shenandoah County,On-Time Graduation Rate,4 yr rate,    96.05%
2017,86,Smyth County,On-Time Graduation Rate,4 yr rate,    94.52%
2017,87,Southampton County,On-Time Graduation Rate,4 yr rate,    89.25%
2017,88,Spotsylvania County,On-Time Graduation Rate,4 yr rate,    90.49%
2017,89,Stafford County,On-Time Graduation Rate,4 yr rate,    94.29%
2017,126,Staunton City,On-Time Graduation Rate,4 yr rate,    88.64%
2017,127,Suffolk City,On-Time Graduation Rate,4 yr rate,    87.19%
2017,90,Surry County,On-Time Graduation Rate,4 yr rate,    88.06%
2017,91,Sussex County,On-Time Graduation Rate,4 yr rate,    89.77%
2017,92,Tazewell County,On-Time Graduation Rate,4 yr rate,    89.46%
2017,128,Virginia Beach City,On-Time Graduation Rate,4 yr rate,    91.95%
2017,93,Warren County,On-Time Graduation Rate,4 yr rate,    93.90%
2017,94,Washington County,On-Time Graduation Rate,4 yr rate,    93.49%
2017,130,Waynesboro City,On-Time Graduation Rate,4 yr rate,    87.67%
2017,207,West Point,On-Time Graduation Rate,4 yr rate,    97.33%
2017,95,Westmoreland County,On-Time Graduation Rate,4 yr rate,    93.02%
2017,131,Williamsburg-James City County,On-Time Graduation Rate,4 yr rate,    92.43%
2017,132,Winchester City,On-Time Graduation Rate,4 yr rate,    92.93%
2017,96,Wise County,On-Time Graduation Rate,4 yr rate,    95.93%
2017,97,Wythe County,On-Time Graduation Rate,4 yr rate,    91.17%
2017,98,York County,On-Time Graduation Rate,4 yr rate,    95.17%
2018,1,Accomack County,On-Time Graduation Rate,4 yr rate,    86.13%
2018,2,Albemarle County,On-Time Graduation Rate,4 yr rate,    92.74%
2018,101,Alexandria City,On-Time Graduation Rate,4 yr rate,    80.64%
2018,3,Alleghany County,On-Time Graduation Rate,4 yr rate,    93.63%
2018,4,Amelia County,On-Time Graduation Rate,4 yr rate,    90.30%
2018,5,Amherst County,On-Time Graduation Rate,4 yr rate,    93.25%
2018,6,Appomattox County,On-Time Graduation Rate,4 yr rate,    93.81%
2018,7,Arlington County,On-Time Graduation Rate,4 yr rate,    92.15%
2018,8,Augusta County,On-Time Graduation Rate,4 yr rate,    94.82%
2018,9,Bath County,On-Time Graduation Rate,4 yr rate,    93.62%
2018,10,Bedford County,On-Time Graduation Rate,4 yr rate,    91.88%
2018,11,Bland County,On-Time Graduation Rate,4 yr rate,    95.16%
2018,12,Botetourt County,On-Time Graduation Rate,4 yr rate,    95.26%
2018,102,Bristol City,On-Time Graduation Rate,4 yr rate,    90.68%
2018,13,Brunswick County,On-Time Graduation Rate,4 yr rate,    88.72%
2018,14,Buchanan County,On-Time Graduation Rate,4 yr rate,    90.05%
2018,15,Buckingham County,On-Time Graduation Rate,4 yr rate,    95.28%
2018,103,Buena Vista City,On-Time Graduation Rate,4 yr rate,    87.32%
2018,16,Campbell County,On-Time Graduation Rate,4 yr rate,    91.48%
2018,17,Caroline County,On-Time Graduation Rate,4 yr rate,    88.01%
2018,18,Carroll County,On-Time Graduation Rate,4 yr rate,    91.26%
2018,19,Charles City County,On-Time Graduation Rate,4 yr rate,    89.80%
2018,20,Charlotte County,On-Time Graduation Rate,4 yr rate,    88.96%
2018,104,Charlottesville City,On-Time Graduation Rate,4 yr rate,    92.62%
2018,136,Chesapeake City,On-Time Graduation Rate,4 yr rate,    93.07%
2018,21,Chesterfield County,On-Time Graduation Rate,4 yr rate,    90.88%
2018,22,Clarke County,On-Time Graduation Rate,4 yr rate,    99.37%
2018,202,Colonial Beach,On-Time Graduation Rate,4 yr rate,    89.47%
2018,106,Colonial Heights City,On-Time Graduation Rate,4 yr rate,    91.47%
2018,107,Covington City,On-Time Graduation Rate,4 yr rate,    80.82%
2018,23,Craig County,On-Time Graduation Rate,4 yr rate,    88.06%
2018,24,Culpeper County,On-Time Graduation Rate,4 yr rate,    92.06%
2018,25,Cumberland County,On-Time Graduation Rate,4 yr rate,    94.17%
2018,108,Danville City,On-Time Graduation Rate,4 yr rate,    80.62%
2018,26,Dickenson County,On-Time Graduation Rate,4 yr rate,    91.36%
2018,27,Dinwiddie County,On-Time Graduation Rate,4 yr rate,    87.68%
2018,28,Essex County,On-Time Graduation Rate,4 yr rate,    93.28%
2018,29,Fairfax County,On-Time Graduation Rate,4 yr rate,    91.52%
2018,109,Falls Church City,On-Time Graduation Rate,4 yr rate,    98.52%
2018,30,Fauquier County,On-Time Graduation Rate,4 yr rate,    96.09%
2018,31,Floyd County,On-Time Graduation Rate,4 yr rate,    97.81%
2018,32,Fluvanna County,On-Time Graduation Rate,4 yr rate,    95.56%
2018,135,Franklin City,On-Time Graduation Rate,4 yr rate,    92.65%
2018,33,Franklin County,On-Time Graduation Rate,4 yr rate,    90.00%
2018,34,Frederick County,On-Time Graduation Rate,4 yr rate,    93.28%
2018,110,Fredericksburg City,On-Time Graduation Rate,4 yr rate,    82.56%
2018,111,Galax City,On-Time Graduation Rate,4 yr rate,    92.94%
2018,35,Giles County,On-Time Graduation Rate,4 yr rate,    92.68%
2018,36,Gloucester County,On-Time Graduation Rate,4 yr rate,    92.59%
2018,37,Goochland County,On-Time Graduation Rate,4 yr rate,    93.97%
2018,38,Grayson County,On-Time Graduation Rate,4 yr rate,    90.55%
2018,39,Greene County,On-Time Graduation Rate,4 yr rate,    94.69%
2018,40,Greensville County,On-Time Graduation Rate,4 yr rate,    88.77%
2018,41,Halifax County,On-Time Graduation Rate,4 yr rate,    94.55%
2018,112,Hampton City,On-Time Graduation Rate,4 yr rate,    92.58%
2018,42,Hanover County,On-Time Graduation Rate,4 yr rate,    95.14%
2018,113,Harrisonburg City,On-Time Graduation Rate,4 yr rate,    88.21%
2018,43,Henrico County,On-Time Graduation Rate,4 yr rate,    92.29%
2018,44,Henry County,On-Time Graduation Rate,4 yr rate,    87.89%
2018,45,Highland County,On-Time Graduation Rate,4 yr rate,   100.00%
2018,114,Hopewell City,On-Time Graduation Rate,4 yr rate,    90.91%
2018,46,Isle of Wight County,On-Time Graduation Rate,4 yr rate,    95.50%
2018,48,King George County,On-Time Graduation Rate,4 yr rate,    95.20%
2018,50,King William County,On-Time Graduation Rate,4 yr rate,    90.42%
2018,49,King and Queen County,On-Time Graduation Rate,4 yr rate,    86.84%
2018,51,Lancaster County,On-Time Graduation Rate,4 yr rate,    88.66%
2018,52,Lee County,On-Time Graduation Rate,4 yr rate,    84.48%
2018,53,Loudoun County,On-Time Graduation Rate,4 yr rate,    95.52%
2018,54,Louisa County,On-Time Graduation Rate,4 yr rate,    94.21%
2018,55,Lunenburg County,On-Time Graduation Rate,4 yr rate,    79.59%
2018,115,Lynchburg City,On-Time Graduation Rate,4 yr rate,    86.22%
2018,56,Madison County,On-Time Graduation Rate,4 yr rate,    95.45%
2018,143,Manassas City,On-Time Graduation Rate,4 yr rate,    78.21%
2018,144,Manassas Park City,On-Time Graduation Rate,4 yr rate,    89.32%
2018,116,Martinsville City,On-Time Graduation Rate,4 yr rate,    87.27%
2018,57,Mathews County,On-Time Graduation Rate,4 yr rate,    94.17%
2018,58,Mecklenburg County,On-Time Graduation Rate,4 yr rate,    88.92%
2018,59,Middlesex County,On-Time Graduation Rate,4 yr rate,    93.46%
2018,60,Montgomery County,On-Time Graduation Rate,4 yr rate,    95.56%
2018,62,Nelson County,On-Time Graduation Rate,4 yr rate,    92.40%
2018,63,New Kent County,On-Time Graduation Rate,4 yr rate,    93.55%
2018,117,Newport News City,On-Time Graduation Rate,4 yr rate,    92.97%
2018,118,Norfolk City,On-Time Graduation Rate,4 yr rate,    82.30%
2018,65,Northampton County,On-Time Graduation Rate,4 yr rate,    91.38%
2018,66,Northumberland County,On-Time Graduation Rate,4 yr rate,    94.87%
2018,119,Norton City,On-Time Graduation Rate,4 yr rate,    95.31%
2018,67,Nottoway County,On-Time Graduation Rate,4 yr rate,    91.03%
2018,68,Orange County,On-Time Graduation Rate,4 yr rate,    93.15%
2018,69,Page County,On-Time Graduation Rate,4 yr rate,    99.63%
2018,70,Patrick County,On-Time Graduation Rate,4 yr rate,    93.40%
2018,120,Petersburg City,On-Time Graduation Rate,4 yr rate,    83.03%
2018,71,Pittsylvania County,On-Time Graduation Rate,4 yr rate,    91.26%
2018,142,Poquoson City,On-Time Graduation Rate,4 yr rate,    96.27%
2018,121,Portsmouth City,On-Time Graduation Rate,4 yr rate,    85.96%
2018,72,Powhatan County,On-Time Graduation Rate,4 yr rate,    93.88%
2018,73,Prince Edward County,On-Time Graduation Rate,4 yr rate,    89.31%
2018,74,Prince George County,On-Time Graduation Rate,4 yr rate,    90.93%
2018,75,Prince William County,On-Time Graduation Rate,4 yr rate,    92.16%
2018,77,Pulaski County,On-Time Graduation Rate,4 yr rate,    94.81%
2018,122,Radford City,On-Time Graduation Rate,4 yr rate,    96.92%
2018,78,Rappahannock County,On-Time Graduation Rate,4 yr rate,    94.81%
2018,123,Richmond City,On-Time Graduation Rate,4 yr rate,    75.48%
2018,79,Richmond County,On-Time Graduation Rate,4 yr rate,    95.06%
2018,124,Roanoke City,On-Time Graduation Rate,4 yr rate,    89.99%
2018,80,Roanoke County,On-Time Graduation Rate,4 yr rate,    95.23%
2018,81,Rockbridge County,On-Time Graduation Rate,4 yr rate,    90.63%
2018,82,Rockingham County,On-Time Graduation Rate,4 yr rate,    94.19%
2018,83,Russell County,On-Time Graduation Rate,4 yr rate,    89.62%
2018,139,Salem City,On-Time Graduation Rate,4 yr rate,    96.73%
2018,84,Scott County,On-Time Graduation Rate,4 yr rate,    94.64%
2018,85,Shenandoah County,On-Time Graduation Rate,4 yr rate,    96.85%
2018,86,Smyth County,On-Time Graduation Rate,4 yr rate,    94.87%
2018,87,Southampton County,On-Time Graduation Rate,4 yr rate,    86.77%
2018,88,Spotsylvania County,On-Time Graduation Rate,4 yr rate,    91.24%
2018,89,Stafford County,On-Time Graduation Rate,4 yr rate,    94.57%
2018,126,Staunton City,On-Time Graduation Rate,4 yr rate,    89.60%
2018,127,Suffolk City,On-Time Graduation Rate,4 yr rate,    86.74%
2018,90,Surry County,On-Time Graduation Rate,4 yr rate,    93.85%
2018,91,Sussex County,On-Time Graduation Rate,4 yr rate,    89.13%
2018,92,Tazewell County,On-Time Graduation Rate,4 yr rate,    88.94%
2018,128,Virginia Beach City,On-Time Graduation Rate,4 yr rate,    93.38%
2018,93,Warren County,On-Time Graduation Rate,4 yr rate,    93.78%
2018,94,Washington County,On-Time Graduation Rate,4 yr rate,    93.95%
2018,130,Waynesboro City,On-Time Graduation Rate,4 yr rate,    83.08%
2018,207,West Point,On-Time Graduation Rate,4 yr rate,    97.18%
2018,95,Westmoreland County,On-Time Graduation Rate,4 yr rate,    93.28%
2018,131,Williamsburg-James City County,On-Time Graduation Rate,4 yr rate,    92.14%
2018,132,Winchester City,On-Time Graduation Rate,4 yr rate,    89.07%
2018,96,Wise County,On-Time Graduation Rate,4 yr rate,    96.32%
